interview__key,interview__id,ip1,ministere,responsable,sexe,heure_fin,sssys_irnd,has__errors,interview__status,assignment__id,responsable_interne,Code_secteur,q1,q2,q3,q4,q5,q6,q7,q8,q81,q82,q9
00000000106,00000000000000000000000106,IP106,Ministère 4,Responsable 106,Homme,01:29,.36436144,0,1,2095,Resp interne 106,5,tres_satisfait,Oui,Changement majeur secteur 10,Changement majeur usagers 9,Oui,Défi secteur 8,Défi usagers 9,Non,,,Recommandation 19
00000000107,00000000000000000000000107,IP107,Ministère 3,Responsable 107,Femme,09:34,.13666132,0,2,2168,Resp interne 107,8,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 10,Changement majeur usagers 6,Non,,,Non,,,Recommandation 9
00000000108,00000000000000000000000108,IP108,Ministère 10,Responsable 108,Homme,03:30,.83372414,0,1,2055,Resp interne 108,5,tres_insatisfait,Non,,,Oui,Défi secteur 1,Défi usagers 3,Oui,faible,faible,Recommandation 17
00000000109,00000000000000000000000109,IP109,Ministère 3,Responsable 109,Femme,09:29,.7030983,0,1,2131,Resp interne 109,5,insatisfait,Oui,Changement majeur secteur 6,Changement majeur usagers 7,Oui,Défi secteur 8,Défi usagers 5,Oui,Moyenne,Moyenne,Recommandation 18
00000000110,00000000000000000000000110,IP110,Ministère 11,Responsable 110,Femme,21:55,.92510819,0,3,2081,Resp interne 110,1,ni_insatisfait_ni_satisfait,Non,,,Oui,Défi secteur 2,Défi usagers 5,Oui,Moyenne,Très,Recommandation 2
00000000111,00000000000000000000000111,IP111,Ministère 11,Responsable 111,Femme,21:38,.49095705,0,1,2041,Resp interne 111,2,satisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 9,Oui,Défi secteur 8,Défi usagers 2,Oui,faible,Moyenne,Recommandation 5
00000000112,00000000000000000000000112,IP112,Ministère 16,Responsable 112,Femme,07:15,.93120116,0,1,2137,Resp interne 112,5,insatisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 10,Oui,Défi secteur 8,Défi usagers 3,Non,,,Recommandation 9
00000000113,00000000000000000000000113,IP113,Ministère 5,Responsable 113,Homme,21:38,.24429673,0,2,2071,Resp interne 113,4,tres_satisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 8,Oui,Défi secteur 4,Défi usagers 4,Non,,,Recommandation 6
00000000114,00000000000000000000000114,IP114,Ministère 19,Responsable 114,Femme,16:07,.21416393,0,2,2005,Resp interne 114,2,tres_satisfait,Oui,Changement majeur secteur 2,Changement majeur usagers 9,Oui,Défi secteur 7,Défi usagers 10,Oui,Moyenne,Moyenne,Recommandation 13
00000000115,00000000000000000000000115,IP115,Ministère 17,Responsable 115,Femme,20:58,.5910387,0,3,2065,Resp interne 115,2,tres_satisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 9,Oui,Défi secteur 9,Défi usagers 3,Oui,faible,Moyenne,Recommandation 12
00000000116,00000000000000000000000116,IP116,Ministère 5,Responsable 116,Homme,02:29,.12871763,0,2,2128,Resp interne 116,2,insatisfait,Oui,Changement majeur secteur 10,Changement majeur usagers 6,Oui,Défi secteur 4,Défi usagers 6,Oui,Élevée,Élevée,Recommandation 18
00000000117,00000000000000000000000117,IP117,Ministère 9,Responsable 117,Homme,11:10,.23706014,0,3,2080,Resp interne 117,1,insatisfait,Non,,,Non,,,Oui,Faible,Moyenne,Recommandation 1
00000000118,00000000000000000000000118,IP118,Ministère 19,Responsable 118,Femme,04:18,.97129893,0,2,2098,Resp interne 118,4,insatisfait,Non,,,Oui,Défi secteur 4,Défi usagers 1,Non,,,Recommandation 11
00000000119,00000000000000000000000119,IP119,Ministère 5,Responsable 119,Femme,01:58,.9854582,0,1,2122,Resp interne 119,4,tres_insatisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 10,Oui,Défi secteur 3,Défi usagers 9,Non,,,Recommandation 19
00000000120,00000000000000000000000120,IP120,Ministère 19,Responsable 120,Homme,23:05,.34697911,0,2,2061,Resp interne 120,8,tres_satisfait,Oui,Changement majeur secteur 2,Changement majeur usagers 5,Oui,Défi secteur 1,Défi usagers 10,Oui,Moyenne,Très,Recommandation 18
00000000121,00000000000000000000000121,IP121,Ministère 10,Responsable 121,Homme,07:09,.36560988,0,1,2019,Resp interne 121,8,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 8,Changement majeur usagers 6,Non,,,Oui,Très,Élevée,Recommandation 15
00000000122,00000000000000000000000122,IP122,Ministère 15,Responsable 122,Femme,12:20,.74643785,0,2,2169,Resp interne 122,8,satisfait,Oui,Changement majeur secteur 5,Changement majeur usagers 3,Oui,Défi secteur 7,Défi usagers 8,Non,,,Recommandation 8
00000000123,00000000000000000000000123,IP123,Ministère 2,Responsable 123,Homme,13:18,.62999749,0,1,2193,Resp interne 123,6,ni_insatisfait_ni_satisfait,Non,,,Oui,Défi secteur 4,Défi usagers 6,Oui,Moyenne,faible,Recommandation 2
00000000124,00000000000000000000000124,IP124,Ministère 15,Responsable 124,Femme,05:17,.32348961,0,1,2152,Resp interne 124,6,tres_satisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 4,Oui,Défi secteur 4,Défi usagers 1,Oui,Élevée,Très,Recommandation 7
00000000125,00000000000000000000000125,IP125,Ministère 20,Responsable 125,Homme,05:16,.54076928,0,2,2137,Resp interne 125,2,satisfait,Oui,Changement majeur secteur 6,Changement majeur usagers 5,Non,,,Oui,Faible,Faible,Recommandation 9
00000000126,00000000000000000000000126,IP126,Ministère 12,Responsable 126,Femme,06:57,.3833476,0,2,2136,Resp interne 126,6,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 9,Changement majeur usagers 3,Oui,Défi secteur 2,Défi usagers 5,Oui,Faible,faible,Recommandation 3
00000000127,00000000000000000000000127,IP127,Ministère 17,Responsable 127,Femme,13:21,.73351008,0,3,2035,Resp interne 127,4,insatisfait,Oui,Changement majeur secteur 2,Changement majeur usagers 2,Non,,,Non,,,Recommandation 3
00000000128,00000000000000000000000128,IP128,Ministère 19,Responsable 128,Homme,22:07,.17433071,0,1,2048,Resp interne 128,4,ni_insatisfait_ni_satisfait,Non,,,Oui,Défi secteur 8,Défi usagers 4,Non,,,Recommandation 20
00000000129,00000000000000000000000129,IP129,Ministère 8,Responsable 129,Homme,00:56,.21348144,0,3,2121,Resp interne 129,1,tres_insatisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 3,Oui,Défi secteur 10,Défi usagers 10,Non,,,Recommandation 8
00000000130,00000000000000000000000130,IP130,Ministère 10,Responsable 130,Femme,17:32,.79781222,0,3,2111,Resp interne 130,3,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 10,Changement majeur usagers 2,Oui,Défi secteur 4,Défi usagers 7,Oui,Élevée,Moyenne,Recommandation 20
00000000131,00000000000000000000000131,IP131,Ministère 5,Responsable 131,Homme,03:22,.48762855,0,3,2184,Resp interne 131,5,tres_insatisfait,Non,,,Oui,Défi secteur 7,Défi usagers 3,Non,,,Recommandation 18
00000000132,00000000000000000000000132,IP132,Ministère 11,Responsable 132,Homme,03:58,.71209496,0,3,2183,Resp interne 132,9,satisfait,Non,,,Non,,,Non,,,Recommandation 19
00000000133,00000000000000000000000133,IP133,Ministère 12,Responsable 133,Homme,12:33,.69507968,0,3,2048,Resp interne 133,2,tres_satisfait,Non,,,Oui,Défi secteur 9,Défi usagers 7,Non,,,Recommandation 1
00000000134,00000000000000000000000134,IP134,Ministère 2,Responsable 134,Homme,17:21,.90074199,0,2,2103,Resp interne 134,7,ni_insatisfait_ni_satisfait,Non,,,Oui,Défi secteur 3,Défi usagers 9,Oui,faible,Faible,Recommandation 11
00000000135,00000000000000000000000135,IP135,Ministère 13,Responsable 135,Homme,04:36,.098278329,0,2,2034,Resp interne 135,4,satisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 5,Non,,,Non,,,Recommandation 13
00000000136,00000000000000000000000136,IP136,Ministère 11,Responsable 136,Homme,08:53,.90961272,0,1,2028,Resp interne 136,6,satisfait,Oui,Changement majeur secteur 2,Changement majeur usagers 8,Oui,Défi secteur 10,Défi usagers 8,Oui,Moyenne,Élevée,Recommandation 8
00000000137,00000000000000000000000137,IP137,Ministère 12,Responsable 137,Femme,07:32,.80724049,0,2,2153,Resp interne 137,7,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 6,Changement majeur usagers 8,Non,,,Oui,Très,Moyenne,Recommandation 5
00000000138,00000000000000000000000138,IP138,Ministère 20,Responsable 138,Femme,18:22,.40071046,0,1,2148,Resp interne 138,1,tres_satisfait,Oui,Changement majeur secteur 2,Changement majeur usagers 5,Oui,Défi secteur 5,Défi usagers 1,Oui,Moyenne,Moyenne,Recommandation 20
00000000139,00000000000000000000000139,IP139,Ministère 14,Responsable 139,Homme,02:43,.011732157,0,2,2059,Resp interne 139,3,satisfait,Non,,,Oui,Défi secteur 9,Défi usagers 1,Non,,,Recommandation 9
00000000140,00000000000000000000000140,IP140,Ministère 16,Responsable 140,Homme,21:58,.32552129,0,2,2054,Resp interne 140,4,satisfait,Oui,Changement majeur secteur 6,Changement majeur usagers 5,Non,,,Non,,,Recommandation 14
00000000141,00000000000000000000000141,IP141,Ministère 1,Responsable 141,Homme,03:41,.55768681,0,2,2154,Resp interne 141,1,satisfait,Oui,Changement majeur secteur 9,Changement majeur usagers 2,Oui,Défi secteur 10,Défi usagers 9,Oui,Faible,Très,Recommandation 7
00000000142,00000000000000000000000142,IP142,Ministère 18,Responsable 142,Femme,16:57,.43276092,0,3,2182,Resp interne 142,2,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 10,Changement majeur usagers 3,Oui,Défi secteur 2,Défi usagers 2,Non,,,Recommandation 10
00000000143,00000000000000000000000143,IP143,Ministère 1,Responsable 143,Femme,14:24,.80194259,0,3,2046,Resp interne 143,1,tres_insatisfait,Non,,,Oui,Défi secteur 9,Défi usagers 9,Non,,,Recommandation 9
00000000144,00000000000000000000000144,IP144,Ministère 13,Responsable 144,Homme,10:36,.42797211,0,3,2001,Resp interne 144,5,insatisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 9,Oui,Défi secteur 1,Défi usagers 7,Non,,,Recommandation 10
00000000145,00000000000000000000000145,IP145,Ministère 3,Responsable 145,Femme,03:39,.91007608,0,1,2026,Resp interne 145,8,satisfait,Oui,Changement majeur secteur 10,Changement majeur usagers 10,Oui,Défi secteur 5,Défi usagers 5,Oui,Très,Moyenne,Recommandation 18
00000000146,00000000000000000000000146,IP146,Ministère 11,Responsable 146,Femme,17:35,.18693727,0,3,2079,Resp interne 146,8,tres_satisfait,Oui,Changement majeur secteur 6,Changement majeur usagers 5,Oui,Défi secteur 9,Défi usagers 1,Oui,Moyenne,faible,Recommandation 10
00000000147,00000000000000000000000147,IP147,Ministère 4,Responsable 147,Homme,10:41,.58671677,0,1,2118,Resp interne 147,2,tres_insatisfait,Oui,Changement majeur secteur 8,Changement majeur usagers 9,Non,,,Non,,,Recommandation 9
00000000148,00000000000000000000000148,IP148,Ministère 13,Responsable 148,Homme,21:56,.36874977,0,1,2162,Resp interne 148,7,tres_insatisfait,Oui,Changement majeur secteur 10,Changement majeur usagers 6,Oui,Défi secteur 7,Défi usagers 8,Non,,,Recommandation 1
00000000149,00000000000000000000000149,IP149,Ministère 12,Responsable 149,Homme,09:58,.21230838,0,3,2039,Resp interne 149,7,satisfait,Oui,Changement majeur secteur 9,Changement majeur usagers 1,Oui,Défi secteur 5,Défi usagers 6,Oui,Élevée,Faible,Recommandation 7
00000000150,00000000000000000000000150,IP150,Ministère 17,Responsable 150,Femme,19:41,.58262074,0,2,2075,Resp interne 150,2,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 5,Changement majeur usagers 6,Non,,,Oui,Faible,faible,Recommandation 12
00000000151,00000000000000000000000151,IP151,Ministère 6,Responsable 151,Homme,06:51,.00096031418,0,2,2048,Resp interne 151,3,insatisfait,Non,,,Oui,Défi secteur 6,Défi usagers 10,Oui,Élevée,Moyenne,Recommandation 5
00000000152,00000000000000000000000152,IP152,Ministère 14,Responsable 152,Femme,07:07,.67350346,0,3,2083,Resp interne 152,5,tres_insatisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 9,Non,,,Oui,faible,Faible,Recommandation 19
00000000153,00000000000000000000000153,IP153,Ministère 7,Responsable 153,Femme,08:40,.83124995,0,2,2035,Resp interne 153,1,tres_satisfait,Oui,Changement majeur secteur 10,Changement majeur usagers 9,Oui,Défi secteur 2,Défi usagers 1,Non,,,Recommandation 4
00000000154,00000000000000000000000154,IP154,Ministère 6,Responsable 154,Femme,20:32,.92884034,0,2,2179,Resp interne 154,6,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 9,Non,,,Oui,Élevée,Élevée,Recommandation 12
00000000155,00000000000000000000000155,IP155,Ministère 20,Responsable 155,Femme,19:28,.34657428,0,1,2049,Resp interne 155,8,tres_satisfait,Oui,Changement majeur secteur 8,Changement majeur usagers 8,Oui,Défi secteur 3,Défi usagers 1,Oui,Très,faible,Recommandation 19
00000000156,00000000000000000000000156,IP156,Ministère 12,Responsable 156,Femme,18:46,.76127589,0,3,2101,Resp interne 156,3,satisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 8,Oui,Défi secteur 4,Défi usagers 7,Oui,faible,Moyenne,Recommandation 9
00000000157,00000000000000000000000157,IP157,Ministère 1,Responsable 157,Homme,01:29,.41986915,0,3,2073,Resp interne 157,4,satisfait,Non,,,Oui,Défi secteur 8,Défi usagers 8,Oui,Moyenne,Faible,Recommandation 6
00000000158,00000000000000000000000158,IP158,Ministère 5,Responsable 158,Femme,00:45,.42868778,0,2,2012,Resp interne 158,7,tres_satisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 8,Non,,,Oui,Très,Moyenne,Recommandation 3
00000000159,00000000000000000000000159,IP159,Ministère 14,Responsable 159,Homme,15:59,.54085749,0,2,2033,Resp interne 159,9,tres_satisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 3,Oui,Défi secteur 8,Défi usagers 7,Oui,Moyenne,Élevée,Recommandation 9
00000000160,00000000000000000000000160,IP160,Ministère 14,Responsable 160,Femme,22:05,.76155144,0,1,2088,Resp interne 160,6,ni_insatisfait_ni_satisfait,Non,,,Oui,Défi secteur 9,Défi usagers 6,Non,,,Recommandation 12
00000000161,00000000000000000000000161,IP161,Ministère 18,Responsable 161,Homme,00:48,.29153052,0,3,2008,Resp interne 161,8,insatisfait,Non,,,Oui,Défi secteur 9,Défi usagers 9,Oui,Faible,Moyenne,Recommandation 15
00000000162,00000000000000000000000162,IP162,Ministère 7,Responsable 162,Femme,17:06,.21128199,0,1,2097,Resp interne 162,1,tres_insatisfait,Oui,Changement majeur secteur 9,Changement majeur usagers 1,Oui,Défi secteur 2,Défi usagers 5,Oui,Moyenne,Très,Recommandation 3
00000000163,00000000000000000000000163,IP163,Ministère 2,Responsable 163,Homme,18:29,.4396812,0,1,2035,Resp interne 163,9,tres_satisfait,Oui,Changement majeur secteur 1,Changement majeur usagers 6,Oui,Défi secteur 1,Défi usagers 7,Non,,,Recommandation 7
00000000164,00000000000000000000000164,IP164,Ministère 4,Responsable 164,Homme,02:43,.27237248,0,1,2139,Resp interne 164,8,insatisfait,Non,,,Non,,,Non,,,Recommandation 16
00000000165,00000000000000000000000165,IP165,Ministère 5,Responsable 165,Femme,00:11,.27898034,0,1,2129,Resp interne 165,7,satisfait,Non,,,Oui,Défi secteur 6,Défi usagers 3,Non,,,Recommandation 6
00000000166,00000000000000000000000166,IP166,Ministère 11,Responsable 166,Femme,13:07,.3824366,0,3,2050,Resp interne 166,4,tres_satisfait,Oui,Changement majeur secteur 5,Changement majeur usagers 9,Oui,Défi secteur 3,Défi usagers 6,Oui,Très,Très,Recommandation 15
00000000167,00000000000000000000000167,IP167,Ministère 4,Responsable 167,Homme,07:45,.12203301,0,1,2132,Resp interne 167,8,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 5,Changement majeur usagers 5,Oui,Défi secteur 5,Défi usagers 8,Non,,,Recommandation 13
00000000168,00000000000000000000000168,IP168,Ministère 8,Responsable 168,Femme,16:05,.94704336,0,3,2157,Resp interne 168,4,insatisfait,Oui,Changement majeur secteur 9,Changement majeur usagers 7,Oui,Défi secteur 5,Défi usagers 8,Oui,Très,faible,Recommandation 5
00000000169,00000000000000000000000169,IP169,Ministère 1,Responsable 169,Homme,18:01,.56218833,0,3,2101,Resp interne 169,4,ni_insatisfait_ni_satisfait,Non,,,Oui,Défi secteur 2,Défi usagers 10,Oui,faible,Moyenne,Recommandation 4
00000000170,00000000000000000000000170,IP170,Ministère 8,Responsable 170,Femme,12:41,.96333534,0,2,2020,Resp interne 170,3,tres_insatisfait,Oui,Changement majeur secteur 1,Changement majeur usagers 7,Oui,Défi secteur 4,Défi usagers 4,Non,,,Recommandation 16
00000000171,00000000000000000000000171,IP171,Ministère 20,Responsable 171,Femme,05:12,.70955193,0,1,2168,Resp interne 171,7,satisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 3,Oui,Défi secteur 3,Défi usagers 6,Oui,faible,Très,Recommandation 18
00000000172,00000000000000000000000172,IP172,Ministère 13,Responsable 172,Femme,09:54,.75324827,0,2,2185,Resp interne 172,6,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 8,Changement majeur usagers 4,Oui,Défi secteur 3,Défi usagers 2,Non,,,Recommandation 18
00000000173,00000000000000000000000173,IP173,Ministère 5,Responsable 173,Homme,19:28,.53289616,0,2,2002,Resp interne 173,8,tres_satisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 5,Oui,Défi secteur 9,Défi usagers 6,Oui,Faible,Élevée,Recommandation 17
00000000174,00000000000000000000000174,IP174,Ministère 4,Responsable 174,Homme,03:14,.46361721,0,2,2158,Resp interne 174,1,tres_satisfait,Non,,,Oui,Défi secteur 5,Défi usagers 6,Oui,Élevée,faible,Recommandation 6
00000000175,00000000000000000000000175,IP175,Ministère 17,Responsable 175,Homme,06:49,.59182107,0,3,2124,Resp interne 175,8,satisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 6,Oui,Défi secteur 8,Défi usagers 8,Oui,Faible,Très,Recommandation 13
00000000176,00000000000000000000000176,IP176,Ministère 15,Responsable 176,Homme,05:19,.67734748,0,2,2104,Resp interne 176,7,tres_satisfait,Non,,,Oui,Défi secteur 9,Défi usagers 10,Non,,,Recommandation 19
00000000177,00000000000000000000000177,IP177,Ministère 9,Responsable 177,Homme,16:42,.22795804,0,3,2151,Resp interne 177,9,insatisfait,Oui,Changement majeur secteur 8,Changement majeur usagers 7,Oui,Défi secteur 5,Défi usagers 8,Non,,,Recommandation 12
00000000178,00000000000000000000000178,IP178,Ministère 1,Responsable 178,Femme,15:27,.77270865,0,3,2078,Resp interne 178,3,tres_insatisfait,Oui,Changement majeur secteur 6,Changement majeur usagers 3,Oui,Défi secteur 7,Défi usagers 10,Non,,,Recommandation 4
00000000179,00000000000000000000000179,IP179,Ministère 5,Responsable 179,Homme,09:45,.64580607,0,1,2174,Resp interne 179,4,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 8,Non,,,Oui,Très,Très,Recommandation 13
00000000180,00000000000000000000000180,IP180,Ministère 4,Responsable 180,Homme,15:56,.43987018,0,2,2185,Resp interne 180,8,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 2,Changement majeur usagers 8,Non,,,Non,,,Recommandation 11
00000000181,00000000000000000000000181,IP181,Ministère 11,Responsable 181,Homme,10:50,.35149157,0,1,2177,Resp interne 181,2,satisfait,Non,,,Oui,Défi secteur 6,Défi usagers 10,Non,,,Recommandation 9
00000000182,00000000000000000000000182,IP182,Ministère 3,Responsable 182,Homme,17:25,.40470839,0,3,2023,Resp interne 182,4,tres_insatisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 1,Non,,,Non,,,Recommandation 5
