interview__key,interview__id,ip1,localite,structure,code_ppsp,intitule_ppsp,code_agent,sexe_agent_interv,age,handicap_agent_interv,annee_prise_poste,sssys_irnd,has__errors,interview__status,assignment__id,secteur,Code_secteur,qa21,qa22,qa23,qa31,qa32,qa33,qa34,qa35,qa41,qa42,qa43
00000000103,00000000000000000000103000,IP_103,LOC103,Structure_103,552,PPSP_552,152,Femme,59,Non,1987,.0062254192,0,111,1579,Secteur_1,7,Non,Oui,Non,Satisfait,Très insatisfait,Très satisfait,Très insatisfait,Motivé,oui,Oui,Oui
00000000104,00000000000000000000104000,IP_104,LOC104,Structure_104,537,PPSP_537,1736,Homme,23,Non,2009,.73247468,0,120,1617,Secteur_3,3,Non,Oui,Oui,Très insatisfait,Très satisfait,Très insatisfait,Très satisfait,Pas dutout motivé,oui,Oui,Non
00000000105,00000000000000000000105000,IP_105,LOC105,Structure_105,260,PPSP_260,142,Homme,41,Non,2012,.28345394,0,84,1682,Secteur_8,7,Oui,Oui,Oui,Très satisfait,Très insatisfait,Très insatisfait,Très insatisfait,Motivé,non,Oui,Oui
00000000106,00000000000000000000106000,IP_106,LOC106,Structure_106,782,PPSP_782,1827,Femme,56,Non,2006,.28505632,0,73,1795,Secteur_7,9,Non,Oui,Oui,Très satisfait,Très satisfait,Très satisfait,Très satisfait,Un peu motivé,non,Oui,Non
00000000107,00000000000000000000107000,IP_107,LOC107,Structure_107,714,PPSP_714,1988,Homme,46,Non,2011,.67204636,0,102,1642,Secteur_3,7,Oui,Oui,Oui,Très satisfait,Très satisfait,Satisfait,Très satisfait,Un peu motivé,oui,Oui,Non
00000000108,00000000000000000000108000,IP_108,LOC108,Structure_108,548,PPSP_548,959,Homme,24,Non,2021,.23109011,0,68,1720,Secteur_7,5,Non,Oui,Oui,Satisfait,Satisfait,Satisfait,Très satisfait,Motivé,pas du tout,Non,Non
00000000109,00000000000000000000109000,IP_109,LOC109,Structure_109,58,PPSP_58,1891,Homme,48,Non,2022,.93813515,0,108,1466,Secteur_1,8,Non,Oui,Non,Satisfait,Satisfait,Satisfait,Très insatisfait,Pas dutout motivé,pas du tout,Oui,Oui
00000000110,00000000000000000000110000,IP_110,LOC110,Structure_110,701,PPSP_701,1216,Femme,29,Non,2014,.16428001,0,81,1803,Secteur_5,8,Non,Oui,Non,Très insatisfait,Très insatisfait,Très insatisfait,Satisfait,Motivé,pas du tout,Oui,Non
00000000111,00000000000000000000111000,IP_111,LOC111,Structure_111,508,PPSP_508,1269,Homme,55,Non,2008,.95447624,0,71,1641,Secteur_6,1,Oui,Oui,Oui,Très satisfait,Très insatisfait,Satisfait,Satisfait,Un peu motivé,oui,Non,Oui
00000000112,00000000000000000000112000,IP_112,LOC112,Structure_112,338,PPSP_338,1806,Homme,55,Oui,1987,.43789524,0,105,1855,Secteur_2,8,Oui,Oui,Oui,Satisfait,Très insatisfait,Satisfait,Satisfait,Un peu motivé,non,Non,Non
00000000113,00000000000000000000113000,IP_113,LOC113,Structure_113,355,PPSP_355,1661,Femme,27,Non,2006,.41817302,0,107,1757,Secteur_8,7,Non,Oui,Oui,Très insatisfait,Très insatisfait,Très satisfait,Satisfait,Motivé,pas du tout,Oui,Non
00000000114,00000000000000000000114000,IP_114,LOC114,Structure_114,634,PPSP_634,1469,Homme,28,Non,2001,.036247727,0,127,1855,Secteur_9,2,Oui,Oui,Oui,Très satisfait,Très insatisfait,Satisfait,Très insatisfait,Motivé,pas du tout,Oui,Non
00000000115,00000000000000000000115000,IP_115,LOC115,Structure_115,55,PPSP_55,654,Homme,49,Non,2005,.39714471,0,94,1575,Secteur_4,7,Oui,Oui,Oui,Très insatisfait,Très satisfait,Très insatisfait,Très insatisfait,Pas dutout motivé,oui,Oui,Non
00000000116,00000000000000000000116000,IP_116,LOC116,Structure_116,605,PPSP_605,1314,Femme,45,Non,1989,.19564962,0,96,1805,Secteur_8,3,Non,Oui,Oui,Très satisfait,Satisfait,Très satisfait,Très insatisfait,Un peu motivé,pas du tout,Oui,Non
00000000117,00000000000000000000117000,IP_117,LOC117,Structure_117,403,PPSP_403,1728,Femme,58,Oui,2010,.7084316,0,109,1751,Secteur_7,5,Oui,Oui,Oui,Très satisfait,Très satisfait,Satisfait,Satisfait,Pas dutout motivé,non,Oui,Non
00000000118,00000000000000000000118000,IP_118,LOC118,Structure_118,343,PPSP_343,1665,Femme,26,Non,1988,.26985174,0,110,1498,Secteur_5,1,Non,Non,Non,Très satisfait,Satisfait,Très satisfait,Très insatisfait,Pas dutout motivé,oui,Oui,Non
00000000119,00000000000000000000119000,IP_119,LOC119,Structure_119,500,PPSP_500,1674,Femme,39,Non,2011,.32864252,0,91,1743,Secteur_3,2,Oui,Oui,Non,Très satisfait,Très insatisfait,Très satisfait,Très satisfait,Pas dutout motivé,non,Non,Oui
00000000120,00000000000000000000120000,IP_120,LOC120,Structure_120,371,PPSP_371,994,Homme,43,Non,2024,.9591527,0,125,1867,Secteur_4,6,Non,Oui,Non,Très insatisfait,Très insatisfait,Très satisfait,Satisfait,Motivé,oui,Oui,Non
00000000121,00000000000000000000121000,IP_121,LOC121,Structure_121,401,PPSP_401,561,Femme,25,Non,2001,.40266988,0,77,1528,Secteur_7,7,Non,Oui,Oui,Très satisfait,Satisfait,Très insatisfait,Très satisfait,Pas dutout motivé,oui,Non,Oui
00000000122,00000000000000000000122000,IP_122,LOC122,Structure_122,178,PPSP_178,1777,Femme,56,Non,1997,.70818418,0,108,1611,Secteur_4,9,Oui,Oui,Oui,Satisfait,Satisfait,Très satisfait,Très insatisfait,Un peu motivé,oui,Oui,Oui
00000000123,00000000000000000000123000,IP_123,LOC123,Structure_123,466,PPSP_466,442,Femme,55,Non,2011,.81852043,0,86,1745,Secteur_3,2,Non,Non,Non,Satisfait,Très insatisfait,Très insatisfait,Très insatisfait,Motivé,pas du tout,Oui,Oui
00000000124,00000000000000000000124000,IP_124,LOC124,Structure_124,452,PPSP_452,1107,Femme,23,Oui,2011,.6373024,0,91,1509,Secteur_1,3,Non,Oui,Oui,Très insatisfait,Très satisfait,Satisfait,Très satisfait,Motivé,oui,Oui,Non
00000000125,00000000000000000000125000,IP_125,LOC125,Structure_125,562,PPSP_562,1052,Homme,28,Non,1988,.68260324,0,122,1777,Secteur_2,7,Non,Non,Oui,Satisfait,Satisfait,Satisfait,Très satisfait,Un peu motivé,non,Oui,Non
00000000126,00000000000000000000126000,IP_126,LOC126,Structure_126,401,PPSP_401,1586,Homme,28,Non,1992,.47455421,0,109,1786,Secteur_6,3,Non,Oui,Oui,Très insatisfait,Très insatisfait,Satisfait,Très insatisfait,Motivé,pas du tout,Oui,Oui
00000000127,00000000000000000000127000,IP_127,LOC127,Structure_127,279,PPSP_279,840,Femme,41,Non,1999,.40858689,0,119,1725,Secteur_5,9,Oui,Oui,Non,Satisfait,Satisfait,Très insatisfait,Très insatisfait,Motivé,pas du tout,Oui,Oui
00000000128,00000000000000000000128000,IP_128,LOC128,Structure_128,720,PPSP_720,1015,Femme,25,Non,2012,.82265043,0,88,1757,Secteur_5,3,Oui,Oui,Oui,Satisfait,Très satisfait,Très satisfait,Très insatisfait,Un peu motivé,oui,Oui,Non
00000000129,00000000000000000000129000,IP_129,LOC129,Structure_129,948,PPSP_948,334,Homme,48,Non,2021,.0033678701,0,72,1711,Secteur_8,6,Non,Oui,Non,Très satisfait,Très satisfait,Satisfait,Très insatisfait,Un peu motivé,non,Oui,Oui
00000000130,00000000000000000000130000,IP_130,LOC130,Structure_130,275,PPSP_275,1006,Femme,27,Non,2004,.045428123,0,104,1597,Secteur_6,3,Oui,Non,Oui,Satisfait,Satisfait,Satisfait,Très satisfait,Un peu motivé,oui,Non,Non
00000000131,00000000000000000000131000,IP_131,LOC131,Structure_131,66,PPSP_66,1634,Homme,34,Non,2001,.9519909,0,78,1693,Secteur_2,3,Oui,Oui,Oui,Très satisfait,Très satisfait,Très satisfait,Satisfait,Un peu motivé,oui,Oui,Oui
00000000132,00000000000000000000132000,IP_132,LOC132,Structure_132,617,PPSP_617,1015,Femme,39,Non,2020,.27199486,0,119,1744,Secteur_5,1,Oui,Oui,Oui,Très satisfait,Très insatisfait,Satisfait,Très satisfait,Motivé,non,Oui,Non
00000000133,00000000000000000000133000,IP_133,LOC133,Structure_133,546,PPSP_546,1394,Femme,39,Non,2001,.81526107,0,82,1755,Secteur_7,5,Oui,Oui,Oui,Satisfait,Très satisfait,Satisfait,Très insatisfait,Un peu motivé,pas du tout,Non,Oui
00000000134,00000000000000000000134000,IP_134,LOC134,Structure_134,256,PPSP_256,2,Femme,28,Non,2009,.34027502,0,80,1724,Secteur_1,5,Oui,Oui,Non,Très satisfait,Satisfait,Très satisfait,Satisfait,Un peu motivé,non,Oui,Non
00000000135,00000000000000000000135000,IP_135,LOC135,Structure_135,127,PPSP_127,677,Femme,34,Non,2000,.51132476,0,99,1529,Secteur_9,3,Oui,Oui,Oui,Très insatisfait,Très satisfait,Très insatisfait,Très insatisfait,Un peu motivé,pas du tout,Non,Oui
00000000136,00000000000000000000136000,IP_136,LOC136,Structure_136,546,PPSP_546,852,Femme,33,Non,2019,.92636436,0,81,1441,Secteur_5,7,Oui,Oui,Oui,Très satisfait,Très insatisfait,Satisfait,Satisfait,Motivé,non,Oui,Oui
00000000137,00000000000000000000137000,IP_137,LOC137,Structure_137,205,PPSP_205,784,Femme,60,Non,2024,.55736375,0,72,1560,Secteur_1,1,Oui,Non,Non,Très insatisfait,Très insatisfait,Très satisfait,Très satisfait,Motivé,oui,Oui,Oui
00000000138,00000000000000000000138000,IP_138,LOC138,Structure_138,956,PPSP_956,1224,Femme,48,Non,2020,.086562946,0,119,1731,Secteur_4,6,Oui,Oui,Oui,Très insatisfait,Satisfait,Très insatisfait,Satisfait,Pas dutout motivé,pas du tout,Non,Oui
00000000139,00000000000000000000139000,IP_139,LOC139,Structure_139,131,PPSP_131,960,Homme,32,Oui,1993,.097001925,0,111,1740,Secteur_8,7,Non,Oui,Oui,Très satisfait,Très insatisfait,Très insatisfait,Satisfait,Pas dutout motivé,oui,Oui,Oui
00000000140,00000000000000000000140000,IP_140,LOC140,Structure_140,568,PPSP_568,1606,Femme,36,Non,2018,.96688491,0,79,1767,Secteur_1,8,Oui,Oui,Oui,Satisfait,Très insatisfait,Satisfait,Très satisfait,Motivé,pas du tout,Non,Oui
00000000141,00000000000000000000141000,IP_141,LOC141,Structure_141,106,PPSP_106,755,Femme,43,Non,2016,.41043064,0,115,1855,Secteur_1,2,Non,Oui,Oui,Satisfait,Très insatisfait,Très insatisfait,Très satisfait,Pas dutout motivé,oui,Oui,Non
00000000142,00000000000000000000142000,IP_142,LOC142,Structure_142,402,PPSP_402,67,Femme,51,Non,1995,.81903499,0,126,1863,Secteur_4,5,Oui,Oui,Oui,Satisfait,Satisfait,Très satisfait,Très insatisfait,Motivé,pas du tout,Non,Oui
00000000143,00000000000000000000143000,IP_143,LOC143,Structure_143,440,PPSP_440,308,Homme,36,Non,1985,.30546805,0,91,1581,Secteur_4,1,Oui,Non,Oui,Très insatisfait,Satisfait,Satisfait,Très satisfait,Motivé,pas du tout,Oui,Non
00000000144,00000000000000000000144000,IP_144,LOC144,Structure_144,937,PPSP_937,399,Homme,42,Non,2023,.51609224,0,70,1840,Secteur_3,8,Oui,Oui,Oui,Très satisfait,Très insatisfait,Très satisfait,Très satisfait,Pas dutout motivé,pas du tout,Oui,Non
00000000145,00000000000000000000145000,IP_145,LOC145,Structure_145,163,PPSP_163,1369,Femme,55,Non,2013,.95931977,0,120,1857,Secteur_4,4,Non,Non,Oui,Très insatisfait,Satisfait,Très insatisfait,Très insatisfait,Un peu motivé,non,Oui,Non
00000000146,00000000000000000000146000,IP_146,LOC146,Structure_146,47,PPSP_47,98,Femme,40,Non,2001,.28227797,0,74,1627,Secteur_1,7,Oui,Oui,Oui,Très insatisfait,Très satisfait,Très satisfait,Très satisfait,Un peu motivé,pas du tout,Oui,Oui
00000000147,00000000000000000000147000,IP_147,LOC147,Structure_147,399,PPSP_399,582,Femme,49,Non,2009,.36404032,0,88,1817,Secteur_5,2,Oui,Non,Non,Très satisfait,Très insatisfait,Très insatisfait,Satisfait,Motivé,oui,Oui,Oui
00000000148,00000000000000000000148000,IP_148,LOC148,Structure_148,500,PPSP_500,59,Homme,46,Non,2013,.68936396,0,123,1484,Secteur_4,7,Oui,Oui,Oui,Satisfait,Très insatisfait,Très satisfait,Satisfait,Pas dutout motivé,pas du tout,Oui,Oui
00000000149,00000000000000000000149000,IP_149,LOC149,Structure_149,881,PPSP_881,673,Homme,38,Non,2003,.092090145,0,69,1716,Secteur_8,9,Oui,Oui,Oui,Très satisfait,Très insatisfait,Très satisfait,Très satisfait,Motivé,pas du tout,Oui,Oui
00000000150,00000000000000000000150000,IP_150,LOC150,Structure_0,222,PPSP_222,213,Homme,47,Non,2013,.38315547,0,108,1640,Secteur_2,2,Oui,Oui,Oui,Satisfait,Très satisfait,Très satisfait,Satisfait,Un peu motivé,oui,Oui,Oui
00000000151,00000000000000000000151000,IP_151,LOC151,Structure_1,385,PPSP_385,1647,Homme,37,Non,1996,.02587766,0,125,1717,Secteur_4,5,Oui,Oui,Oui,Satisfait,Satisfait,Très satisfait,Très satisfait,Un peu motivé,pas du tout,Oui,Non
00000000152,00000000000000000000152000,IP_152,LOC152,Structure_2,407,PPSP_407,1218,Femme,27,Non,2023,.71443993,0,76,1839,Secteur_2,6,Oui,Oui,Oui,Très insatisfait,Très satisfait,Satisfait,Satisfait,Motivé,oui,Oui,Non
00000000153,00000000000000000000153000,IP_153,LOC153,Structure_3,9,PPSP_9,739,Homme,37,Non,2002,.0054322258,0,71,1588,Secteur_4,1,Oui,Oui,Oui,Très satisfait,Satisfait,Très insatisfait,Très satisfait,Motivé,pas du tout,Oui,Oui
00000000154,00000000000000000000154000,IP_154,LOC154,Structure_4,492,PPSP_492,1735,Homme,31,Non,2005,.13739198,0,83,1849,Secteur_2,1,Oui,Non,Non,Très insatisfait,Très insatisfait,Satisfait,Très insatisfait,Un peu motivé,pas du tout,Oui,Oui
00000000155,00000000000000000000155000,IP_155,LOC155,Structure_5,744,PPSP_744,708,Homme,22,Non,2018,.70832312,0,79,1548,Secteur_1,6,Oui,Oui,Oui,Très insatisfait,Très insatisfait,Très satisfait,Très insatisfait,Motivé,oui,Oui,Oui
00000000156,00000000000000000000156000,IP_156,LOC156,Structure_6,891,PPSP_891,550,Homme,30,Non,2016,.40902859,0,79,1622,Secteur_5,5,Non,Oui,Oui,Satisfait,Très insatisfait,Très satisfait,Très insatisfait,Motivé,oui,Oui,Oui
00000000157,00000000000000000000157000,IP_157,LOC157,Structure_7,221,PPSP_221,834,Homme,42,Oui,1996,.45295706,0,69,1829,Secteur_9,7,Oui,Oui,Oui,Très satisfait,Très satisfait,Très satisfait,Très satisfait,Motivé,non,Oui,Oui
00000000158,00000000000000000000158000,IP_158,LOC158,Structure_8,545,PPSP_545,1882,Femme,56,Non,1999,.45092455,0,101,1465,Secteur_5,3,Non,Oui,Oui,Satisfait,Satisfait,Très insatisfait,Satisfait,Pas dutout motivé,pas du tout,Oui,Non
00000000159,00000000000000000000159000,IP_159,LOC159,Structure_9,836,PPSP_836,839,Homme,22,Non,2010,.93325675,0,122,1768,Secteur_9,4,Oui,Non,Oui,Satisfait,Satisfait,Satisfait,Très insatisfait,Pas dutout motivé,pas du tout,Oui,Non
00000000160,00000000000000000000160000,IP_160,LOC160,Structure_10,860,PPSP_860,636,Homme,50,Non,2005,.86271089,0,111,1741,Secteur_2,3,Oui,Oui,Oui,Très insatisfait,Satisfait,Satisfait,Très satisfait,Pas dutout motivé,non,Non,Non
00000000161,00000000000000000000161000,IP_161,LOC161,Structure_11,776,PPSP_776,1378,Femme,25,Non,1986,.68585986,0,130,1571,Secteur_4,9,Oui,Oui,Non,Très satisfait,Très insatisfait,Très insatisfait,Très satisfait,Un peu motivé,non,Oui,Oui
00000000162,00000000000000000000162000,IP_162,LOC162,Structure_12,610,PPSP_610,1570,Homme,26,Non,2010,.29789871,0,99,1724,Secteur_7,5,Non,Non,Oui,Très satisfait,Très satisfait,Très insatisfait,Satisfait,Un peu motivé,non,Oui,Oui
00000000163,00000000000000000000163000,IP_163,LOC163,Structure_13,373,PPSP_373,321,Femme,34,Non,2023,.43601745,0,115,1823,Secteur_4,3,Non,Oui,Non,Satisfait,Très satisfait,Satisfait,Très satisfait,Pas dutout motivé,oui,Oui,Oui
00000000164,00000000000000000000164000,IP_164,LOC164,Structure_14,895,PPSP_895,85,Femme,40,Non,2019,.39512581,0,113,1856,Secteur_3,7,Non,Non,Non,Satisfait,Satisfait,Très satisfait,Satisfait,Motivé,pas du tout,Oui,Oui
00000000165,00000000000000000000165000,IP_165,LOC165,Structure_15,406,PPSP_406,1932,Homme,38,Non,2018,.99665338,0,81,1650,Secteur_1,8,Oui,Non,Non,Très satisfait,Très satisfait,Très insatisfait,Très satisfait,Motivé,oui,Oui,Oui
00000000166,00000000000000000000166000,IP_166,LOC166,Structure_16,610,PPSP_610,585,Homme,45,Non,2004,.2291881,0,119,1797,Secteur_2,8,Oui,Oui,Oui,Très insatisfait,Très insatisfait,Très satisfait,Très insatisfait,Un peu motivé,non,Non,Oui
00000000167,00000000000000000000167000,IP_167,LOC167,Structure_17,597,PPSP_597,1236,Femme,48,Non,2021,.77401888,0,108,1542,Secteur_6,3,Oui,Oui,Oui,Satisfait,Satisfait,Très satisfait,Satisfait,Motivé,oui,Oui,Oui
00000000168,00000000000000000000168000,IP_168,LOC168,Structure_18,197,PPSP_197,9,Femme,48,Non,2018,.029407306,0,124,1830,Secteur_5,9,Oui,Non,Oui,Satisfait,Très satisfait,Très satisfait,Satisfait,Un peu motivé,oui,Oui,Non
00000000169,00000000000000000000169000,IP_169,LOC169,Structure_19,367,PPSP_367,1312,Homme,42,Non,2024,.69158131,0,70,1744,Secteur_8,5,Non,Oui,Oui,Très satisfait,Très insatisfait,Très insatisfait,Très insatisfait,Pas dutout motivé,oui,Non,Oui
00000000170,00000000000000000000170000,IP_170,LOC170,Structure_20,455,PPSP_455,1837,Femme,24,Non,1988,.40889424,0,74,1830,Secteur_6,6,Non,Oui,Oui,Très satisfait,Très satisfait,Satisfait,Très satisfait,Pas dutout motivé,non,Oui,Oui
00000000171,00000000000000000000171000,IP_171,LOC171,Structure_21,705,PPSP_705,878,Homme,21,Non,2000,.89026713,0,95,1523,Secteur_6,4,Oui,Oui,Oui,Satisfait,Très insatisfait,Satisfait,Très insatisfait,Un peu motivé,non,Oui,Non
00000000172,00000000000000000000172000,IP_172,LOC172,Structure_22,671,PPSP_671,1890,Femme,32,Non,1998,.73383522,0,97,1502,Secteur_3,1,Oui,Oui,Oui,Satisfait,Satisfait,Très insatisfait,Très insatisfait,Motivé,oui,Non,Non
00000000173,00000000000000000000173000,IP_173,LOC173,Structure_23,833,PPSP_833,921,Homme,56,Non,1986,.92092007,0,112,1737,Secteur_7,1,Oui,Non,Oui,Très satisfait,Très insatisfait,Satisfait,Très satisfait,Pas dutout motivé,pas du tout,Non,Oui
00000000174,00000000000000000000174000,IP_174,LOC174,Structure_24,684,PPSP_684,101,Femme,26,Non,2005,.61831236,0,80,1644,Secteur_7,5,Oui,Non,Oui,Très insatisfait,Très satisfait,Très insatisfait,Satisfait,Motivé,non,Oui,Oui
00000000175,00000000000000000000175000,IP_175,LOC175,Structure_25,709,PPSP_709,757,Femme,44,Non,1989,.19974965,0,111,1605,Secteur_2,3,Oui,Non,Non,Satisfait,Satisfait,Satisfait,Satisfait,Motivé,non,Oui,Non
00000000176,00000000000000000000176000,IP_176,LOC176,Structure_26,611,PPSP_611,1408,Homme,30,Non,2000,.74836105,0,82,1622,Secteur_1,5,Oui,Oui,Non,Très insatisfait,Satisfait,Très insatisfait,Satisfait,Un peu motivé,pas du tout,Oui,Oui
00000000177,00000000000000000000177000,IP_177,LOC177,Structure_27,489,PPSP_489,1749,Homme,45,Non,2016,.36708447,0,129,1610,Secteur_8,8,Oui,Oui,Oui,Très insatisfait,Très insatisfait,Très satisfait,Très satisfait,Pas dutout motivé,pas du tout,Non,Non
00000000178,00000000000000000000178000,IP_178,LOC178,Structure_28,298,PPSP_298,853,Homme,38,Non,2013,.96274102,0,106,1726,Secteur_7,1,Oui,Oui,Non,Satisfait,Très satisfait,Très insatisfait,Satisfait,Pas dutout motivé,oui,Oui,Oui
00000000179,00000000000000000000179000,IP_179,LOC179,Structure_29,562,PPSP_562,1573,Femme,48,Non,1999,.79805154,0,96,1799,Secteur_6,4,Non,Oui,Oui,Très insatisfait,Très insatisfait,Très insatisfait,Satisfait,Motivé,pas du tout,Oui,Non
00000000180,00000000000000000000180000,IP_180,LOC180,Structure_30,634,PPSP_634,546,Femme,27,Non,1999,.21662946,0,128,1845,Secteur_5,2,Oui,Oui,Oui,Très satisfait,Satisfait,Très satisfait,Très satisfait,Motivé,oui,Non,Non
00000000181,00000000000000000000181000,IP_181,LOC181,Structure_31,105,PPSP_105,851,Femme,23,Non,2019,.040045206,0,85,1480,Secteur_7,5,Oui,Non,Non,Très satisfait,Satisfait,Satisfait,Satisfait,Un peu motivé,non,Oui,Oui
00000000182,00000000000000000000182000,IP_182,LOC182,Structure_32,182,PPSP_182,1063,Femme,28,Non,2021,.54064566,0,99,1704,Secteur_3,7,Oui,Oui,Oui,Satisfait,Très satisfait,Très satisfait,Très satisfait,Motivé,non,Non,Non
00000000183,00000000000000000000183000,IP_183,LOC183,Structure_33,721,PPSP_721,351,Homme,49,Non,2023,.88307685,0,130,1572,Secteur_3,5,Non,Oui,Oui,Très insatisfait,Satisfait,Très insatisfait,Très insatisfait,Motivé,non,Non,Oui
00000000184,00000000000000000000184000,IP_184,LOC184,Structure_34,424,PPSP_424,45,Homme,56,Non,2016,.88075477,0,93,1653,Secteur_3,6,Oui,Non,Oui,Satisfait,Très insatisfait,Satisfait,Très insatisfait,Un peu motivé,oui,Oui,Oui
00000000185,00000000000000000000185000,IP_185,LOC185,Structure_35,139,PPSP_139,449,Homme,43,Non,2023,.61438149,0,114,1762,Secteur_8,1,Non,Oui,Non,Très insatisfait,Très satisfait,Très satisfait,Satisfait,Motivé,oui,Oui,Non
00000000186,00000000000000000000186000,IP_186,LOC186,Structure_36,662,PPSP_662,376,Homme,40,Non,1985,.54924911,0,106,1771,Secteur_2,8,Non,Oui,Oui,Satisfait,Très satisfait,Très insatisfait,Satisfait,Motivé,oui,Non,Oui
00000000187,00000000000000000000187000,IP_187,LOC187,Structure_37,764,PPSP_764,917,Femme,42,Non,2022,.31142926,0,83,1727,Secteur_5,8,Oui,Oui,Oui,Très satisfait,Satisfait,Satisfait,Très insatisfait,Un peu motivé,non,Oui,Oui
00000000188,00000000000000000000188000,IP_188,LOC188,Structure_38,937,PPSP_937,966,Femme,51,Non,1993,.5490253,0,111,1847,Secteur_4,5,Oui,Oui,Oui,Très satisfait,Très satisfait,Satisfait,Très satisfait,Motivé,oui,Oui,Oui
00000000189,00000000000000000000189000,IP_189,LOC189,Structure_39,580,PPSP_580,1351,Femme,36,Non,2016,.53580862,0,66,1437,Secteur_3,1,Non,Oui,Oui,Satisfait,Satisfait,Satisfait,Très satisfait,Motivé,non,Oui,Oui
00000000190,00000000000000000000190000,IP_190,LOC190,Structure_40,548,PPSP_548,1377,Homme,22,Non,1992,.70106995,0,116,1655,Secteur_7,3,Oui,Non,Oui,Satisfait,Très insatisfait,Satisfait,Satisfait,Un peu motivé,pas du tout,Oui,Oui
00000000191,00000000000000000000191000,IP_191,LOC191,Structure_41,158,PPSP_158,371,Femme,30,Non,2012,.30064294,0,110,1647,Secteur_5,9,Oui,Oui,Oui,Très satisfait,Très satisfait,Très insatisfait,Satisfait,Un peu motivé,oui,Oui,Oui
00000000192,00000000000000000000192000,IP_192,LOC192,Structure_42,57,PPSP_57,1671,Homme,31,Non,1990,.55854601,0,101,1828,Secteur_3,2,Non,Oui,Non,Très insatisfait,Satisfait,Très insatisfait,Très insatisfait,Pas dutout motivé,oui,Non,Oui
00000000193,00000000000000000000193000,IP_193,LOC193,Structure_43,110,PPSP_110,981,Femme,26,Non,2003,.1071097,0,121,1760,Secteur_7,7,Oui,Oui,Oui,Très insatisfait,Très satisfait,Très satisfait,Très satisfait,Pas dutout motivé,non,Non,Oui
